,product_spu_name,product_picture,property
43,帽山 生态牧场奶 180g/袋,http://p1.meituan.net/sgopen/1b0bfab913a519770201b79a8c20a79059050.jpg,袋装
44,特仑苏纯牛奶利乐钻250ml×16包营养早餐奶官方正品,http://p0.meituan.net/wmproduct/edb76fd8a2f734ba79f6d15691e1e369198859.jpg,箱装
45,蒙牛 无菌枕纯牛奶 200ml/袋,http://p1.meituan.net/xianfuwm/e2117dca7d6635a690a3ad52de72d7fc221184.jpg,袋装
46,伊利 QQ星 原生DHA纯牛奶 195ml*12盒/箱,http://p0.meituan.net/xianfu/729026bb8c6bfd99f59701b410044d9b78966.jpg,箱装
47,【整箱】伊利 纯牛奶250ml*16盒/箱,http://p0.meituan.net/xianfu/d28541628f40e093f5447a684d5aacbb273850.jpg,箱装
48,伊利金典娟姗纯牛奶250mL*12瓶/箱,http://p0.meituan.net/xianfu/ee767e3d9d39d8f5f1dd87973e1fbd0d40968.jpg,箱装
49,波兰欧翼 全脂纯牛奶 250ml*12盒/箱,http://p0.meituan.net/xianfu/003fb55d5ebb4b2e0fa68830d338f61352124.jpg,箱装
50,辉山杰茜纯牛奶250ml,http://p1.meituan.net/xianfu/8e12fa3a4bda9b329547631c512e7b2f40711.jpg,盒装
51,QQ星DHA纯牛奶125ml*4盒（4联包）,http://p1.meituan.net/scproduct/fa0ce49a90f18e249dd1495e657a940d285112.jpg,盒装
52,伊利纯奶,http://p1.meituan.net/xianfuwm/cf5a3c2556d1c94109318af07142b1af32768.jpg,箱装
53,【整箱优惠】蒙牛 特仑苏有机纯牛奶梦幻盖 250ml*10/箱,https://p0.meituan.net/xianfu/e7178210650acd3a4d0aaa8616ac8198227453.png,箱装
54,伊利纯牛奶250ml*16盒／1箱,http://p1.meituan.net/wmproduct/2277e917d52dedc203f505a2b822a9f6371249.jpg,箱装
55,特仑苏 高端 有机纯牛奶 梦幻盖装250ml/瓶,http://p1.meituan.net/wmproduct/95eeddc73ad59cad7d9b6e873ba13f7c61544.jpg,瓶装
56,德运 全脂纯牛奶1L/盒,http://p0.meituan.net/wmproduct/6f1666db215bebfcae43463e3439300846659.jpg,盒装
57,金典高端梦幻盖有机纯牛奶250ml*10盒/箱,https://p0.meituan.net/xianfu/c85d816246ba6e0482fc3a5233d04c23140491.png,箱装
58,伊利 纯牛奶 250ml x 16盒/箱,http://p0.meituan.net/scproduct/ba816416e7e28b46847d62996e7d8955198647.jpg,箱装
59,德运全脂纯牛奶 1L 澳大利亚,http://p0.meituan.net/xianfu/7f186fccbe39457ded709702a036db38185377.jpg,盒装
60,蒙牛 特仑苏有机纯牛奶两小提礼盒,http://p0.meituan.net/xianfu/2bab32868869aa55e976098990567319206350.jpg,礼盒装
61,纯牛奶250ml*24盒/箱,https://p0.meituan.net/xianfu/e4724d6cfcc2f23fc72ce841f20ed83d648921.jpg,箱装
62,【单盒】金典 纯牛奶 250ml/盒,http://p0.meituan.net/wmproduct/d16fe4e9b05c7514b4e3020f6303543058698.jpg,盒装
63,特仑苏纯牛奶装250ml*12盒/箱,http://p1.meituan.net/wmproduct/5ab34dfbc9e789ded68fda63b379728880199.jpg,箱装
64,伊利 无菌枕纯牛奶 240ml*16袋/箱，,http://p0.meituan.net/xianfu/eecfe66d605806cbb6a1bc3f3ddfac1570041.jpg,箱装
65,伊利低温纯牛奶780ml瓶,https://p0.meituan.net/xianfu/efb88e3588bb5360509ba8faab096b7d226065.png,瓶装
66,伊利 纯牛奶 240ml*16袋/箱年货节 礼盒,http://p0.meituan.net/xianfu/dd82498202b0aeeaa2da40b5fbb22bf8140470.jpg,礼盒装
67,庄园牧场 高原纯牛奶 250ml/盒,http://p0.meituan.net/xianfu/85fe4e56526894e9d137a325b31fc81a45672.jpg,盒装
68,温氏 纯牛奶 250ml/盒,http://p1.meituan.net/xianfuwm/4149acc127eab7da0c2cef6283166bf983043.jpg,盒装
69,广泽纯牛奶190ml/袋,http://p0.meituan.net/xianfu/50c13353827747840c9cc160ef48d1d0179319.jpg,袋装
70,03.21蒙牛 新养道 零乳糖 低脂纯牛奶 250ml/盒,http://p0.meituan.net/scproduct/6c5dbf09c57943121a4bb125ad4dd55783721.jpg,盒装
71,伊利纯牛奶250ml*24盒/件,http://p1.meituan.net/xianfuwm/b4dd7487582512891210a99691fab483823296.jpg,箱装
72,金典纯奶牛奶乳品饮料  250mL/盒,https://p1.meituan.net/xianfu/1f92db18f80a826d18767de27b563f0e80081.png,盒装
73,德亚 脱脂牛奶零脂肪 1L/盒,https://p0.meituan.net/xianfu/69a0e6a7ed338bc131dbc1d2688b8393118628.jpg,盒装
74,伊利金典纯牛奶 250mL*12瓶/箱,https://p0.meituan.net/xianfu/b0e9d3c8a27bc7dd575d68e8cdfca5ab168955.png,箱装
75,风行仙泉湖牧场纯牛奶.200毫升*12,http://p1.meituan.net/xianfu/3aacb8b0569336bc0985520d42f1d286434512.png,箱装
76,德运全脂牛奶 200ml/盒,http://p0.meituan.net/wmproduct/2adc26348f03fc10d426adfc2913ec3980364.jpg,盒装
77,伊利 低温透明袋纯牛奶 180ml/袋  牛奶饮品,http://p1.meituan.net/xianfu/af68618378712a47066ae63735aef688120605.jpg,袋装
78,德亚全脂牛奶 200ml*12/箱,http://p0.meituan.net/xianfu/e0c37cfebadafacf5d3e1844b308ac15240560.jpg,箱装
79,兰雀纯牛奶 200ml/盒,http://p0.meituan.net/waimaidpoipicmining/2cb8a0af9f326739e3b8d5c8324759c7667852.jpg,盒装
80,伊利金典纯牛奶250ML/盒,http://p1.meituan.net/xianfu/2a91dd2061908bc4f58e770014a2ec1323072.jpg,盒装
81,蒙牛 特仑苏低脂奶 250ml*12盒/箱 纯牛奶,http://p1.meituan.net/wmproduct/21ff4e693f7c13a4b218eb16fb051a18433027.jpg,箱装
82,伊利 纯牛奶250ml×16/箱,http://p0.meituan.net/wmproduct/2ee2ed48f74e558990a04021d5b52202113664.jpg,箱装
83,【早餐】伊利 纯牛奶250ml/盒,http://p0.meituan.net/xianfu/d2863e1a9ab8ef79f77719afa9a3095762730.jpg,盒装
84,山花纯牛奶250mlX16瓶*50,http://p0.meituan.net/scproduct/3ccaa0ef9873765d5b727ee4f233f92c84984.jpg,箱装
85,伊利金典 新西兰原支进口纯牛奶 250ml*12盒/箱,http://p0.meituan.net/scproduct/6aac250730c3f185007287533b65fc7e251456.jpg,箱装
86,哈威鲜全脂纯牛奶1L/盒,http://p1.meituan.net/xianfuwm/bb359f5c6c6e7f826b50be644ef509a9197704.jpg,盒装
87,圣牧 全程有机纯牛奶 250ml*12盒/箱,http://p1.meituan.net/wmproduct/97a598bf7abb781aa9116bab19539fb259214.jpg,箱装
88,伊利 金典有机纯牛奶 250ml/盒年货节,http://p0.meituan.net/xianfu/8130920f7ca56fe871075278eb6d183e178659.jpg,盒装
89,优乐多 儿童奶 200ml*4瓶/板,http://p0.meituan.net/wmproduct/f4c036f705344be6548bfac816523f9397456.jpg,瓶装
90,雪兰纯牛奶500ml袋,http://p0.meituan.net/xianfu/d4e82e66caf65a57aac29824c05e30214159488.jpg,袋装
91,蒙牛脱脂纯牛奶250ml/袋,https://p0.meituan.net/xianfu/579d840627791e5136aa80da9a255cd22141878.png,袋装
92,蒙牛 特仑苏低脂牛奶 优质蛋白高端品质（苗条装) 250ml*12盒/箱,http://p0.meituan.net/scproduct/afc10b77e635b9f5816397633415cd6a173740.jpg,箱装
93,欧德堡超高温灭菌全脂牛奶1升/盒,http://p0.meituan.net/xianfu/a302ef7e2482fa56639db8aafb80befa416702.jpg,盒装
94,【光明】纯牛奶 250ml*24盒/箱 整箱牛奶,http://p1.meituan.net/xianfu/0000750afc9887b26ea7f8199539f68043920.jpg,箱装
95,花都牧场纯牛奶250ml*12盒,http://p0.meituan.net/wmproduct/19d92321598aad0965d488e1a7e920b9435817.jpg,箱装
96,辉山 纯牛奶 240ml*16袋/箱 0142,http://p1.meituan.net/xianfu/178c84165585f4a322504684199113f3262581.jpg,箱装
97,佳丽小白袋纯牛奶180ml/袋 需要一件请拍16包,http://p1.meituan.net/xianfu/c953ede8589c7ca90860b3ffa9ecf5a3199674.png,袋装
98,伊利 金典低脂纯牛奶 250mL/盒,http://p1.meituan.net/xianfu/1b84800ee34b4cd4ea9ce166ae4ff7ff194215.jpg,盒装
99,年货节特仑苏纯牛奶 250ml/盒,http://p0.meituan.net/xianfu/a40f89c66fe948b5d31bf0e738ebd310334903.jpg,盒装
100,伊利金典低脂纯牛奶250ml*12盒/箱（日期随机）,http://p1.meituan.net/xianfu/ee85d33f5ea38a2ec58063870d92c581173170.jpg,箱装
101,德亚 低脂纯牛奶 1l 德国进口,http://p0.meituan.net/sgopen/27f446587e210897b5ea800f2da89a0e2000054.bmp,盒装
102,新希望 牧场原奶全脂高钙纯牛奶 180ml/袋,http://p1.meituan.net/xianfu/0cdd0e78fadb8ca2436ae3ec54ada0d958592.jpg,袋装
103,长城 纯牛奶 200ml*16袋/箱,http://p0.meituan.net/xianfu/2127d2c7cb161ba0bebb1b2bd13bf5f8165407.png,箱装
104,来思尔纯牛奶200ml*12,http://p0.meituan.net/scproduct/5619eaa06b28522088abd0d72def539864397.jpg,箱装
105,特仑苏  有机纯牛奶250ml/盒,https://p0.meituan.net/xianfu/dfbbf8c5a935a9f0a34a55fb4e8ed22d113257.png,盒装
106,蒙牛 全脂高钙利乐枕纯牛奶 200ml/袋,http://p0.meituan.net/xianfu/6c6d9795dd05b8be1703f9c2400674fc69470.jpg,袋装
107,（年货节纯牛奶礼盒）金典 纯牛奶 250ml*12盒/箱,http://p0.meituan.net/xianfu/9780f12a760766a471fe3dcbe21d34c4159660.jpg,礼盒装
108,金典 纯牛奶 250ml*10盒/箱年货节,https://p1.meituan.net/xianfu/56ded176f02078091c8b42efd552a43b131894.png,箱装
109,金典 纯牛奶 250ml/盒 常温营养早餐纯牛奶,http://p0.meituan.net/wmproduct/f03a88973bf4525d1af30942ece49173406378.jpg,盒装
110,蒙牛 特仑苏奶爵特乳 250ml*12盒/件,http://p1.meituan.net/wmproduct/edce88cb7a0fa5b1391d743a3155374551065.jpg,箱装
111,内蒙古 蒙牛 蒙牛特仑苏纯牛奶Z 250ML*12盒,http://p0.meituan.net/scproduct/1c01df5ce36128d2e646d70011286146239865.jpg,箱装
112,年货节麦趣尔 纯牛奶箱装 礼盒200ml/袋,http://p0.meituan.net/xianfu/2b57984e0cefb281eb85e6cf3e97d9a7220087.jpg,礼盒装
113,致轻 高钙低脂纯牛奶 250ml*12盒/箱,http://p1.meituan.net/xianfu/76ca8fd317b13b9864f25c8cdab453d6113316.jpg,箱装
114,正宗科迪牛奶100%原生纯牛奶零添加 180ml/袋,http://p0.meituan.net/xianfu/cebd1e40ae48172a43f074802fe4aa15359109.jpg,袋装
115,认养一头牛纯牛奶200ml*12盒/1箱,http://p1.meituan.net/scproduct/361be20b6ac2169d24669531e237221f103478.jpg,箱装
116,伊利金典娟姗牛奶250ml*10,http://p1.meituan.net/xianfu/8ef7beea2c66b6704d4a55c75201837698187.jpg,箱装
117,红梅 纯牛奶180ml*16袋/箱,http://p1.meituan.net/waimaidpoipicmining/8a3a2dee2fc364379a413685c6245cda91039.jpg,箱装
118,德运 脱脂纯牛奶 200ml*6盒,http://p0.meituan.net/xianfu/e4539dd2987c1f38e12dda8746844655609567.jpg,盒装
119,伊利 纯牛奶 240ml*16袋/箱日期5月22日,http://p0.meituan.net/xianfu/dd82498202b0aeeaa2da40b5fbb22bf8140470.jpg,箱装
120,蒙牛特仑苏 有机纯牛奶梦幻盖 250ml*10个/箱,https://p0.meituan.net/xianfu/e7178210650acd3a4d0aaa8616ac8198227453.png,箱装
121,维纯 全脂牛奶 250ml/盒*6,http://p0.meituan.net/xianfu/4e76b2625ba8ec4097796d3ca09d339833792.jpg,盒装
122,milk伊利 小纯奶 250ml*24瓶/箱,https://p0.meituan.net/xianfu/e4724d6cfcc2f23fc72ce841f20ed83d648921.jpg,箱装
123,花园 黄金牧场纯牛奶 200ml*20盒/箱,http://p1.meituan.net/xianfudwm/671df76be75b3bbd50f8e064b8ace39b66591.jpg,箱装
124,【特仑苏】 低脂奶 250ml*12盒/箱,http://p0.meituan.net/xianfu/22d071b7dda086c2cb740ffeaf8e8bd268968.jpg,箱装
125,伊利 金典纯牛奶 250mL*12/箱,http://p0.meituan.net/wmproduct/79844a912cf922427945642bd2d450c660708.jpg,箱装
126,弗里生乳牛纯牛奶 243ml,http://p1.meituan.net/waimaidpoipicmining/37002c3f7aed0e24eb7db8068528c7da78545.jpg,瓶装
127,天润盖瑞纯牛奶200g,http://p1.meituan.net/wmproductdwm/32bf1e8f0a3a65d0552049cdd16c423359811.jpg,盒装
128,兰蒂斯超高温灭菌脱脂牛奶纯牛奶1L,http://p0.meituan.net/xianfu/f963e67ca77594691dcb344ef31138bf298250.jpg,瓶装
129,艾恩摩尔（进口）脱脂牛奶1L,http://p1.meituan.net/wmproduct/152f47abf2b4b84b9815aec63cd31fca225580.jpg,盒装
130,君乐宝小枕纯牛奶227ml,http://p0.meituan.net/sgopen/3413346d764cafdebf862666438f042767483.jpg,袋装
131,蒙牛 纯牛奶 250ml*24盒/箱礼盒,http://p0.meituan.net/shangchao/5e9320e563b043c5a0f601a64f8088f8.jpg,礼盒装
132,蒙牛 纯牛奶240ml*16包/箱,http://p1.meituan.net/xianfu/2ceed29c3055bc3d0332f423ccabb5c751952.jpg,箱装
133,德运 全脂牛奶 200ml*10盒/箱,http://p0.meituan.net/xianfudwm/9e6cd0b7c058cb20aa99ac79d0ffdf8b63381.jpg,箱装
134,伊利纯牛奶250毫升*16盒/箱,http://p0.meituan.net/wmproduct/cc0bb77050ee79c0cfaf3b709039a899100575.jpg,箱装
135,伊利金典纯牛奶 250ml*10盒/箱,https://p1.meituan.net/xianfu/56ded176f02078091c8b42efd552a43b131894.png,箱装
136,伊利金典纯牛奶单盒250ml/盒,http://p0.meituan.net/xianfu/55ce3d8b15f1b597d8918722bbea3052228421.jpg,盒装
137,【德运】脱脂纯牛奶 1l/盒,http://p0.meituan.net/scproduct/1b246cefcfc47188b4ead65d91d7260e171943.jpg,盒装
138,三元特品纯牛奶利乐枕 227ml*16,http://p0.meituan.net/sgopen/29079e74662a06a570be5a177858788165988.jpg,箱装
139,德国进口 德亚脱脂牛奶1L/盒,http://p0.meituan.net/wmproduct/c59e64bab6ddee0b850637c8cc2babe796153.jpg,盒装
140,淘大金标生抽500ml,http://p0.meituan.net/xianfu/52caf5c94a77eb0d154b24771b93c83c867003.jpg,瓶装
141,伊利 纯牛奶小纯奶 250mL,https://p0.meituan.net/xianfu/1c716fa956891aca6d7d0ca76cd7a873138843.png,盒装
142,年货节  伊利 纯牛奶 250ml*16盒/箱,https://p0.meituan.net/xianfu/138ef6c8aad8761b82e8d1fa8d15eebf168473.png,箱装
143,完达山 纯牛奶180ml/透明袋,http://p0.meituan.net/xianfu/8a2e73ef2f9940a2847cb38b929da0e917963.jpg,袋装
144,天友 纯牛 奶 250ml,http://p0.meituan.net/xianfuwm/1307ebd8cab7ac3816ca9545127bb40563488.jpg,盒装
145,伊利纯牛奶250ml/1瓶,http://p1.meituan.net/scproduct/6743337a99af777504c9ce70a630c1f6108316.jpg,瓶装
146,得乐思全脂牛奶1L,http://p1.meituan.net/xianfu/4ccfa9c548ac17fb8f40a81e681c108775182.jpg,盒装
147,A2全脂纯牛奶200ML*12礼盒（不拆零）,http://p0.meituan.net/sgopen/11f8fd31a436912ff0cae6f15af168b5120672.jpg,礼盒装
148,甘蒂牧场 全脂纯牛奶礼盒200ml*10/提,http://p0.meituan.net/sgopen/290e798193fab5bd1efe9262905fc5a151455.jpg,礼盒装
149,金典有机纯牛奶(梦幻盖)(整箱10瓶)250ml*10/箱,http://p0.meituan.net/xianfu/f12cde19a9a6c7d152df48ac1d3100ed196410.jpg,箱装
150,（上新）蒙牛 圣牧有机奶 250ml/盒,http://p0.meituan.net/wmproduct/277fcff44ea07338c201dd03cd310c16865293.jpg,盒装
151,蒙牛 无菌枕纯牛奶 240ml*16/袋礼盒,http://p1.meituan.net/shangchao/7588a91352d24ec69a9a8c0990a431a0.jpg,礼盒装
152,完达山纯牛奶190毫升,http://p1.meituan.net/wmproductwm/3f31da3157a67289c943592c1b54cf696497767.png,盒装
153,纽仕兰 牧场全脂3.6g蛋白质纯牛奶250ml*10,http://p1.meituan.net/sgopen/6edde41361892bae7d8c6e8673b5306e544860.jpg,箱装
154,伊利 金典有机纯牛奶（梦幻盖） 250ML,http://p0.meituan.net/sgopen/7992be099f5ee539c9595ba11c2c60493866.jpg,盒装
155,RC 伊利 QQ星原生DHA纯牛奶 195ml*12/箱,http://p0.meituan.net/xianfu/4b9d1e113bdf35807536ebf1a400348576412.jpg,箱装
156,蒙牛 特仑苏 纯牛奶营养早餐 250ml/盒,http://p1.meituan.net/wmproduct/ec44f20e063175048482bdc1352e2c6a362882.jpg,盒装
157,E 特仑苏 纯牛奶利乐梦幻盖 250ml*10盒/箱,http://p0.meituan.net/xianfu/91156674ea98419694e075f4d6ed99ff243442.jpg,箱装
158,九牛纯牛奶1L/盒,http://p1.meituan.net/xianfu/99b8c72981063f744f3bccb8568b482f38147.jpg,盒装
159,【年货节】礼盒金典有机纯牛奶（高端畅饮）250mL*10/提,https://p0.meituan.net/xianfu/c85d816246ba6e0482fc3a5233d04c23140491.png,礼盒装
160,蒙牛纯牛奶(单瓶)250ml,http://p0.meituan.net/xianfu/663fa70a28b8a3d7f3cf96e48f8d353c302683.jpg,瓶装
161,【16袋装】伊利 无菌枕纯牛奶 240ml*16袋/箱,http://p0.meituan.net/wmproduct/31aaa96ff3008ce1bf2516dadc4e5a2869671.jpg,箱装
162,欧亚小纯枕250g*12/箱,http://p1.meituan.net/xianfu/b2d81c5434f312d9092f85c8d16bade2143300.jpg,箱装
163,蒙牛特仑苏纯牛奶 单盒 250ml,http://p0.meituan.net/wmproduct/0db32617b2a8b3d8efa33454a9374491116343.jpg,盒装
164,甘蒂牧场牛奶(脱脂)1L,http://p0.meituan.net/scproduct/15dab2668718c79af165a182e28eda4d358591.jpg,盒装
165,花园 纯牛奶箱装牛奶软包装 200g*20袋/箱,http://p0.meituan.net/xianfu/3dec1992ea9830e78e74a5eeb6284fc8998908.jpg,箱装
166,伊利 金典纯牛奶 限定进口娟姗牛 纯牛奶 250ml*12,http://p0.meituan.net/sgopen/0b22001cb77c68905e429ef119cd036038670.jpg,箱装
167,伊利枕式纯牛奶240ml,http://p1.meituan.net/scproduct/97731085d23d177ec469c2341dd40a1694192.jpg,袋装
168,2112005蒙牛 纯牛奶 240ml/袋,http://p1.meituan.net/shangchao/bf5b9f2cc8c846c59f8d61514e0ecbb8.jpg,袋装
169,蒙牛 特仑苏有机纯牛奶梦幻盖 250ml*10/件,https://p0.meituan.net/xianfu/e7178210650acd3a4d0aaa8616ac8198227453.png,箱装
170,蒙牛 纯牛奶无菌枕成箱240ml*16袋/箱,http://p0.meituan.net/xianfu/b3166d4e69ba27da732f3a4218591fb7154471.jpg,箱装
171,蒙牛 特仑苏纯牛奶苗条装 250ml/盒 牛奶饮品,https://p0.meituan.net/xianfu/7f5c842283e390973c8b1195f95d19f6156060.png,盒装
172,现代牧业鲜语纯牛奶（B）250ml*12,http://p1.meituan.net/wmproductwm/f0073042ca058792dc89c3291245709c209104.jpg,箱装
173,欧亚 纯牛奶 250g1盒,http://p1.meituan.net/wmproduct/3de0ada15ac64af5dda4be915fb1dabe236941.jpg,盒装
174,阿贝多全脂纯牛奶 200ML/盒,http://p1.meituan.net/scproduct/0b962010c1d885cda0267e9ea4661ec9172266.jpg,盒装
175,蒙牛特仑苏纯牛奶梦幻盖 250ml*10盒/提年货节,http://p1.meituan.net/xianfu/32b43ae202597689e545aa38cbb25d61691997.jpg,盒装
176,蒙牛 纯牛奶250ml*24盒,https://p0.meituan.net/xianfu/b74662eb77545d4cb7f3fc7bfe386e2c189941.png,箱装
177,天香高钙低脂牛奶200mlx12盒,http://p1.meituan.net/wmproduct/c6fbba4909d233499abc13125ab11f9152663.jpg,箱装
178,蒙牛 特仑苏环球精选纯牛奶250mL*12盒/箱,http://p0.meituan.net/wmproduct/71946f50a6afde4ebd2bd13f80ebb20984956.jpg,箱装
179,九牧纯牛奶高钙  250ml*12/箱,http://p0.meituan.net/waimaidpoipicmining/b64d9c024e5d94671dbf988684c17921270456.jpg,箱装
180,瑞缘 纯牛奶百利包 195ml*20袋/箱,http://p0.meituan.net/xianfu/4c063ac74e1d54edbb2444a8d3c0a071170281.jpg,箱装
181,德亚脱脂纯牛奶1L（欧洲甄选）,http://p0.meituan.net/scproduct/1ac0813669b0ca89e1d6764cbff5a1cb132141.jpg,盒装
182,伊利 金典纯牛奶全脂灭菌纯牛乳 250ml/盒,http://p0.meituan.net/wmproduct/3545e9454c1852338cb6cecbe3787fdb57719.jpg,盒装
183,爱氏晨曦 全脂纯牛奶 1L/瓶,http://p0.meituan.net/xianfu/c678cefa782f19ced1b5bc83a5e644fb317066.jpg,瓶装
184,光明 优+礼盒装纯牛奶 250ml*12,http://p0.meituan.net/shangchao/a45954740ae1478b95c58952192b42a5.jpg,礼盒装
